	liquid	tank_failure_pressure	liquid_ratio	tank_width	tank_length	tank_height	BLEVE_height	vapour_temperature	liquid_temperature	status	gas_height	sensor_distance
B1721	1	11.2	0.3359482	0.6	1.2	1.6	2	287.1	373.7	0	1.20	20
B1722	1	15	0.3865794	0.6	3.4	0.6	1.6	451.7	358.1	1	0.40	20
B1723	1	17.6	0.6630278	1.8	6.6	0.6	1.8	548.3	338	1	0.20	20
B1724	1	27.5	0.2299885	1.6	7	1	0.6	561.5	293.2	1	0.80	20
B1725	1	20.8	0.703489	3	2.6	2.2	1.2	413.7	340.4	1	0.60	20
B1726	1	21.4	0.7241815	2.2	2.8	1	2	314.4	396.6	0	0.40	20
B1727	1	30.1	0.7902099	1	8.8	1	1.8	370	285.8	1	0.20	20
B1728	1	10.9	0.2742673	2	0.6	1.6	1.6	424.4	349.7	1	1.20	20
B1729	1	25.5	0.5717033	1.2	1.6	2.8	1.2	372.1	334	1	1.20	20
B1730	1	28.2	0.6392752	0.8	7	3	1	503.8	371.2	1	1.00	20
B1731	1	25.8	0.1456796	2.4	8.8	1.2	0.4	438.8	399.7	1	1.00	20
B1732	1	19.4	0.2112801	0.6	4.6	1.8	1.2	403.5	333.2	1	1.40	20
B1733	1	23.2	0.4422098	0.6	3.2	2.2	0.6	432.3	358.5	1	1.20	20
B1734	1	11.2	0.1191941	0.8	2.6	2.8	0.8	314.5	393.1	0	2.60	20
B1735	1	12.7	0.6723985	1.6	1.4	2.8	1.4	483.6	413.5	0	1.00	20
B1736	1	21.8	0.5037858	3	0.8	2.2	1.2	369.7	342.4	1	1.00	20
B1737	1	35.9	0.331111	1.8	4	1.2	0	356.6	346.6	1	0.80	20
B1738	1	36.2	0.5720375	2.4	2.6	2.8	0.6	350	417.7	1	1.20	20
B1739	1	16.4	0.5505956	0.8	5.6	2	1.6	293.2	284.5	1	0.80	20
B1740	1	24.4	0.3915845	0.6	9.8	2.4	0.8	359.5	317.9	1	1.40	20
B1741	1	15.3	0.5632015	1.4	6.2	1.4	0.8	337.7	391.3	0	0.80	20
B1742	1	5.2	0.3533294	0.8	2.6	1.4	1.2	386.3	339.3	0	1.00	20
B1743	1	15.2	0.4638277	2.2	2.6	1.8	0.4	430.6	379.9	0	1.00	20
B1744	1	10.4	0.1079676	2.4	5.4	2.8	1.8	326.3	328.7	1	2.40	20
B1745	1	8.4	0.720006	2.6	1.8	1.2	0.4	532	381.9	0	0.40	20
B1746	1	19.4	0.367792	2	1.4	0.4	0.4	530.3	399.8	0	0.40	20
B1747	1	8.5	0.2377417	1.6	7	2.6	2	491.1	382.4	0	2.00	20
B1748	1	35.9	0.706808	2.2	0.6	1.2	1	324	379.1	1	0.40	20
B1749	1	25.5	0.531642	1.8	2.4	0.4	0.4	483.8	421.1	0	0.20	20
B1750	1	26.6	0.1353245	2.8	0.4	1	0.4	516.3	366.6	1	0.80	20
B1751	1	25.9	0.775747	2	0.6	2.6	1.8	530	291.1	1	0.60	20
B1752	1	33.3	0.4207236	2.2	1.6	1.4	1.6	491.9	416.3	1	0.80	20
B1753	1	5.3	0.8114934	1.4	7.4	0.4	0.4	512.9	409.2	0	0.20	20
B1754	1	9.3	0.897282	2	9.8	0.4	1.4	397.6	394.5	0	0.20	20
B1755	1	27.3	0.8648502	3	8	1	1.2	469.4	324.7	1	0.20	20
B1756	1	35.1	0.7380688	2.8	1.2	2	0.2	288.4	378.4	1	0.60	20
B1757	1	5.2	0.2042504	2.6	0.8	0.4	1.4	537.5	325.8	0	0.40	20
B1758	1	10.9	0.3753543	0.6	9.2	1	1.2	292.9	399.4	0	0.80	20
B1759	1	8.1	0.7289988	0.6	6.6	1.2	0.2	345.1	368.8	0	0.40	20
B1760	1	35	0.4094101	1.2	1.4	1.4	1.4	366.1	302	1	0.80	20
B1761	1	19.2	0.7769392	2.8	2.4	2.6	1.8	402.9	322.7	1	0.60	20
B1762	1	6.8	0.2532751	0.6	9.4	2.6	0.2	397.3	361.4	0	2.00	20
B1763	1	34	0.1169136	2.4	7.4	3	1	463.5	287.8	1	2.60	20
B1764	1	21.5	0.6955436	0.4	7.6	2.6	2	491.4	351.1	1	0.80	20
B1765	1	21.6	0.8531386	1.4	3.8	2.4	0.8	503.3	314.6	1	0.40	20
B1766	1	35.8	0.5008392	1.8	8	1.4	1.6	373	303.4	1	0.60	20
B1767	1	9.5	0.7926033	2.8	0.6	1	1.8	525	326.3	1	0.20	20
B1768	1	11	0.447444	3	5	1.2	1	461.2	310.6	1	0.60	20
B1769	1	23.5	0.8147992	2.6	9.8	1.8	0.2	518.4	382.8	1	0.40	20
B1770	1	19.5	0.6219419	1.6	8.6	1.8	1.4	492.8	408.8	0	0.80	20
B1771	1	23.1	0.2852857	2.6	1	1.4	0.4	288.1	344.8	1	1.00	20
B1772	1	31.6	0.6699412	1.2	3.6	0.6	1.4	311.5	293.1	1	0.20	20
B1773	1	27.5	0.4751488	2	5.4	2.6	1.8	293.7	358.3	1	1.40	20
B1774	1	28	0.3695218	0.4	3.2	2.8	0	543.5	321.9	1	1.80	20
B1775	1	28.2	0.5698572	1.2	6.8	1.6	0.8	452.3	350.5	1	0.60	20
B1776	1	17.7	0.6626863	2	8.2	0.8	0.4	424.1	286.2	1	0.20	20
B1777	1	23.1	0.3463149	1.4	8	1	0.6	508.1	387.7	1	0.60	20
B1778	1	35.2	0.4470365	1	9.4	1.4	1	361.5	286.5	1	0.80	20
B1779	1	7.8	0.16141	1.6	5.8	1.4	1.8	548.4	376.3	0	1.20	20
B1780	1	8.1	0.4510849	0.4	4.4	0.6	2	310.1	384.3	0	0.40	20
B1781	1	19.7	0.5094754	1.6	5	2.6	1.2	359.6	406.2	0	1.40	20
B1782	1	19.5	0.2729775	1.2	3.6	1.2	0	351.2	421.5	0	1.00	20
B1783	1	22	0.827739	1.4	6.8	2	1.4	412.4	407.8	0	0.40	20
B1784	1	30.8	0.8985814	0.4	5.6	0.6	1.4	367.4	366.3	1	0.20	20
B1785	1	36.8	0.2221268	0.6	7.8	2.2	1.2	491.4	387	1	1.80	20
B1786	1	36.5	0.4675658	2	4.6	0.8	1.4	495.3	369.8	1	0.40	20
B1787	1	13.6	0.6651195	1	4	0.8	1.8	435	372.5	0	0.40	20
B1788	1	32.8	0.3660838	2.6	3.6	0.6	1.2	520.5	370.9	1	0.40	20
B1789	1	27.7	0.3655746	3	5.8	0.6	1.6	388.8	371.6	1	0.40	20
B1790	1	12.4	0.8892712	1.4	4.2	1	1.6	560.6	302.6	1	0.20	20
B1791	1	30.9	0.4567947	0.6	7.8	1.8	0.6	555.4	285.9	1	1.00	20
B1792	1	16.8	0.5238622	2.6	5.4	2.4	1.2	325.6	395.1	0	1.20	20
B1793	1	31.6	0.5003788	0.6	7.2	1.2	0.8	323.3	402.8	1	0.60	20
B1794	1	20.6	0.5941719	1.8	7.8	2.4	1.8	558.5	422.8	0	1.00	20
B1795	1	12.1	0.8002684	1.6	2.2	1.8	0.6	334.4	423.7	0	0.40	20
B1796	1	23.6	0.6299558	2.2	3.8	0.6	0.6	516.9	397.8	0	0.40	20
B1797	1	17	0.5359261	2.4	6.2	1.4	1.8	298.4	308.3	1	0.60	20
B1798	1	31.2	0.8291018	0.6	8.6	1	2	389.3	320.7	1	0.20	20
B1799	1	27.8	0.2505884	3	7.8	1.6	0.8	404.1	420	0	1.20	20
B1800	1	34.1	0.1906707	2.8	1.4	1.4	0.8	472.4	293.7	1	1.20	20
B1801	1	9	0.63524	2.2	9.8	1	1.2	369.5	333.5	1	0.40	20
B1802	1	12.2	0.7443712	0.8	4.6	1.6	1	502.1	303.8	1	0.40	20
B1803	1	35.1	0.8170294	0.6	1	2	1.6	358.3	393.4	1	0.40	20
B1804	1	26.5	0.2214165	2	3.8	2.2	0.6	316	335.6	1	1.80	20
B1805	1	7.3	0.351871	1.4	3	2.8	1.2	294.8	377.2	0	2.00	20
B1806	1	27.9	0.8840497	2.2	3	2.2	0.2	360.3	397	1	0.20	20
B1807	1	6.3	0.7600505	2.8	1	2.2	1	453.1	305.7	1	0.60	20
B1808	1	30.2	0.5493444	1.4	7	1.8	1.8	315.2	407.8	1	0.80	20
B1809	1	15.4	0.857195	0.6	4	1	1	538.6	343.6	1	0.20	20
B1810	1	8.3	0.112133	2.6	1.2	2.6	1	477.9	382	0	2.40	20
B1811	1	20.1	0.4402282	1.6	2.4	2.4	0.6	531	414.6	0	1.40	20
B1812	1	14.9	0.172491	2.2	5	2	0.2	438.7	376.8	0	1.80	20
B1813	1	23.9	0.8745944	1.2	2.4	1.4	0.6	355.5	354.9	1	0.20	20
B1814	1	13.8	0.2789721	2.8	10	2.4	1.6	325.1	413.9	0	1.80	20
B1815	1	22.5	0.3690848	3	8	2	0.6	543	378.7	1	1.20	20
B1816	1	35.2	0.6526141	1	4	0.4	0.4	475.3	424.4	0	0.20	20
B1817	1	20.2	0.2867566	0.4	7.8	0.4	1.6	433.9	289.4	1	0.20	20
B1818	1	27.6	0.158623	2.6	5	1.2	1	283.6	348.1	1	1.00	20
B1819	1	29	0.1095056	2.8	1.8	1.2	1.8	465.5	395.4	1	1.00	20
B1820	1	23.9	0.7582667	2.2	6.4	1.6	1.4	407.6	368.1	1	0.40	20
B1821	1	22.6	0.8501493	3	4.4	2.2	1.2	562.4	368.7	1	0.40	20
B1822	1	36.4	0.8687301	2.6	2.2	2	1.2	416.2	324.8	1	0.20	20
B1823	1	15.1	0.626523	2.8	5.6	3	1.2	286.2	363.6	1	1.20	20
B1824	1	5.9	0.3585654	1	6.8	0.4	0.2	429.9	303	1	0.20	20
B1825	1	27.6	0.7286859	2.6	8.2	2.2	0.4	437.7	358.9	1	0.60	20
B1826	1	18.1	0.2035074	1.4	9.2	2.2	2	300.9	344.9	1	1.80	20
B1827	1	13.2	0.1468082	1.8	2.4	1.2	1.4	401.8	378.9	0	1.20	20
B1828	1	25.3	0.2215432	1	7.2	1.2	0.6	532.5	387.2	1	1.00	20
B1829	1	24.1	0.5751629	2	2.8	1.6	0.8	438.8	381.5	1	0.60	20
B1830	1	36.3	0.5961341	2.4	7	1	1.2	491	416.9	1	0.40	20
B1831	1	16.8	0.3589262	0.6	1.8	1.2	1.6	521	406.6	0	0.80	20
B1832	1	11.7	0.6320435	1.4	4.6	2	0.6	417.4	397.7	0	0.80	20
B1833	1	17.2	0.1897946	1.6	9	1	0.2	475.1	416.9	0	1.00	20
B1834	1	15.9	0.2446707	0.6	4	2	0.2	541	324.4	1	1.60	20
B1835	1	28.8	0.8200777	0.8	8.6	2.6	0.4	490.3	350.1	1	0.40	20
B1836	1	8.7	0.6358272	0.6	1.4	2.2	0.6	410.5	355.3	0	1.00	20
B1837	1	11.9	0.8903552	0.8	4	3	0.6	540.4	400.6	0	0.40	20
B1838	1	18.6	0.4551039	2	4	2.4	0.8	283.8	319.5	1	1.40	20
B1839	1	17.4	0.4918827	1.8	4.6	2.6	1.6	477.8	359.6	1	1.40	20
B1840	1	15.3	0.6885572	2	4	1	0.2	393.5	376	0	0.40	20
B1841	1	35.7	0.1243763	2.8	4.6	2.4	1.4	567.6	315.9	1	2.20	20
B1842	1	7.6	0.5051328	1.8	9.4	1.6	2	383.8	310.3	1	0.80	20
B1843	1	34.8	0.523423	0.8	7.8	2.6	1.2	435.8	293.4	1	1.20	20
B1844	1	16.9	0.3612742	3	9.8	2.4	0	411.5	304.6	1	1.60	20
B1845	1	19	0.5884457	2	9.2	2.2	1	461.7	421	0	1.00	20
B1846	1	20.3	0.5651358	1	2	2.2	1.6	398.7	384.5	1	1.00	20
B1847	1	9.8	0.2368988	2	6.4	0.6	0.8	485.5	379.5	0	0.60	20
B1848	1	11.2	0.4763137	1.2	2.2	2.2	2	453.7	417	0	1.20	20
B1849	1	13.5	0.7495855	1	1.6	1.4	1	439.7	355.2	1	0.40	20
B1850	1	19.2	0.1883847	1	8.6	1.8	1.2	511.6	387.6	0	1.60	20
B1851	1	17.3	0.1669663	1.6	8.6	2	0.8	340.1	368.9	1	1.60	20
B1852	1	12.8	0.4613351	0.8	3	2	0.6	433.2	366.4	0	1.20	20
B1853	1	7.7	0.5542352	2.4	8	3	0.2	460.3	395.1	0	1.40	20
B1854	1	16	0.6373024	2.6	3	1	0.4	311.4	296.7	1	0.40	20
B1855	1	11	0.6017788	0.4	4.4	2	0.2	445.7	404.8	0	0.80	20
B1856	1	17	0.2377104	1	4.8	0.6	0.4	445.5	372.2	1	0.40	20
B1857	1	18.3	0.4454515	2	1	0.6	1	502.9	330.3	1	0.40	20
B1858	1	6.9	0.26576	1.8	5	2.2	0.8	531.3	343.3	0	1.80	20
B1859	1	35.2	0.3060238	3	4.6	1.4	0.6	471.8	333.3	1	1.00	20
B1860	1	7.1	0.6705734	2.4	3.4	2.8	1.4	472.5	331.2	1	1.00	20
B1861	1	15.7	0.2706188	1.6	6.6	2.6	0.8	526.8	291.4	1	1.80	20
B1862	1	5.6	0.4227805	0.8	6.4	2	2	349.2	380	0	1.20	20
B1863	1	33.7	0.3216788	1.4	4.8	1.4	0	566.5	333.5	1	1.00	20
B1864	1	9.3	0.5416223	2.2	6.4	1	1	493.8	308.4	1	0.40	20
B1865	1	36.4	0.4371981	1.2	6.8	1.2	0.8	365.8	353.7	1	0.60	20
B1866	1	15.4	0.7538028	0.4	6.8	1.8	0.6	459	377.5	0	0.60	20
B1867	1	16.5	0.5355824	2.2	8.2	2.6	0.6	557.5	404.2	0	1.40	20
B1868	1	19.2	0.6528177	1.6	8	2.8	0.4	519.6	389.5	0	1.00	20
B1869	1	36.8	0.5184859	1	7.6	1.4	1.4	565.5	371.8	1	0.60	20
B1870	1	35.3	0.2450142	2	5.6	1.2	0.4	364.3	410.7	1	1.00	20
B1871	1	5.4	0.3004234	2.8	2.8	1.8	0	313.4	423.3	0	1.40	20
B1872	1	30.3	0.7692043	1.2	6.4	0.8	1.8	468.1	355.7	1	0.20	20
B1873	1	29.1	0.2859557	1	7	2.2	0.8	570.4	348.5	1	1.60	20
B1874	1	6.5	0.6020513	0.6	7.4	2.2	0	441.2	342.7	0	1.00	20
B1875	1	23.2	0.8276765	2	8.6	1.2	1.2	572.6	422.7	0	0.40	20
B1876	1	13.3	0.8138623	2.8	3.2	2	1.4	496.3	365.5	1	0.40	20
B1877	1	10	0.5830446	1.2	9	1.4	2	514.7	312.7	1	0.60	20
B1878	1	28	0.2647693	2.4	2.4	1.4	2	499.8	329.2	1	1.00	20
B1879	1	30	0.3122582	1.2	1.8	1.4	0.8	413.1	348.8	1	1.00	20
B1880	1	32.9	0.46321	0.4	9.6	1	0.6	301.3	360.1	1	0.60	20
B1881	1	5.1	0.2937353	2.8	9.2	2	1.2	437.3	421.5	0	1.60	20
B1882	1	17.6	0.5485378	1	5.2	1.6	1.8	570.9	349.4	1	0.80	20
B1883	1	31.3	0.2789519	3	2.6	2.8	0.8	568.1	315.3	1	2.00	20
B1884	1	33.9	0.1205874	2	2	2.2	1.8	421.9	349.3	1	2.00	20
B1885	1	31.7	0.7211708	1.4	3.2	2.6	1.4	536.7	287.2	1	0.80	20
B1886	1	35.9	0.4384692	2.6	4.8	0.8	1.2	321	306	1	0.40	20
B1887	1	22.5	0.3279276	2.6	4.8	3	1.4	489.7	304.1	1	2.00	20
B1888	1	22.4	0.7038259	0.8	7.8	2.8	1.8	367.2	330.7	1	0.80	20
B1889	1	22.1	0.8268229	1.4	5.6	2	0.8	550	346.3	1	0.40	20
B1890	1	35.3	0.7371354	2	3.2	1.6	0.6	430.2	420.2	1	0.40	20
B1891	1	26.7	0.2461988	0.6	4.4	0.8	2	386.5	364.8	1	0.60	20
B1892	1	13.3	0.8683059	1.8	4	2.6	1.2	330.4	300.9	1	0.40	20
B1893	1	26.8	0.8017458	2.8	6.6	2.4	1.2	283.7	317.7	1	0.40	20
B1894	1	31.8	0.8915224	1.8	7.6	1.8	0.2	378.1	345.2	1	0.20	20
B1895	1	29	0.5515453	1.6	8.2	1.6	1.6	388.4	415.8	0	0.80	20
B1896	1	11.4	0.4422479	1	1.4	2.2	0.2	363.5	354.1	1	1.20	20
B1897	1	12.2	0.8855122	3	3.2	1	0.6	306.9	343.3	1	0.20	20
B1898	1	28.9	0.537446	2.6	3	1.4	0.8	295.1	347.1	1	0.60	20
B1899	1	15.6	0.1461685	1	8	2	0.6	348.2	306.2	1	1.80	20
B1900	1	19.4	0.590206	0.4	6.4	2	0.8	532	394.2	0	1.00	20
B1901	1	11.5	0.4516451	2.8	0.8	2.6	0.4	555.1	328	1	1.40	20
B1902	1	12.4	0.3849752	1.8	5.6	2.8	0.6	429.3	351.9	1	1.80	20
B1903	1	10.9	0.3699182	2.2	8.8	1.6	1.4	509.7	365.7	0	1.20	20
B1904	1	17.8	0.1004957	2.6	4.2	1.4	0.6	304	323.1	1	1.20	20
B1905	1	28.5	0.1697193	1	7.2	0.4	0.2	330.3	323	1	0.40	20
B1906	1	30.6	0.8076123	1.6	4.4	0.8	1.2	363.6	407.6	1	0.20	20
B1907	1	18	0.5563132	2.4	0.8	1	1.2	505.8	392.1	0	0.60	20
B1908	1	9.3	0.5677158	2.2	2.4	1.4	0.4	369.5	337.9	1	0.60	20
B1909	1	18.1	0.5376685	0.8	4.8	2.2	0.4	422.2	416.6	0	1.20	20
B1910	1	9.9	0.2043834	1	7	3	1.6	531	292.9	1	2.40	20
B1911	1	33.2	0.848531	2.4	5.6	2.4	0.2	358.7	378.4	1	0.40	20
B1912	1	17.7	0.182339	0.8	2.2	1.8	1.8	345.9	381.8	0	1.60	20
B1913	1	30.3	0.4924349	2.8	3.2	1.8	0.8	462.4	301.2	1	1.00	20
B1914	1	20.9	0.3123165	1.4	8.4	2	1	357.1	351	1	1.40	20
B1915	1	33.9	0.3438729	1	9.2	1	0.8	481.6	376	1	0.60	20
B1916	1	5.4	0.2023468	2.6	3.4	1.2	0.4	542.7	363.2	0	1.00	20
B1917	1	35.7	0.646336	0.8	7.8	2.6	0.4	457.9	338	1	1.00	20
B1918	1	33.3	0.3284555	1.8	4.8	2.8	0.8	485	335.1	1	1.80	20
B1919	1	10.7	0.2465489	1.2	2.6	1.8	0.4	441	384.1	0	1.40	20
B1920	1	25.9	0.7911593	0.4	2.4	1.2	0.4	430.2	380	1	0.20	20
B1921	1	35.2	0.145379	1.4	9.4	0.4	0	419.6	389	1	0.40	20
B1922	1	13.8	0.4739274	0.4	4	1.4	0.4	531.4	286.4	1	0.80	20
B1923	1	23.6	0.2832752	2.4	2.2	2	1	400.1	339.8	1	1.40	20
B1924	1	14.8	0.7491859	3	7.2	1.4	1.4	413	418.6	0	0.40	20
B1925	1	20.7	0.6837366	2.8	6.4	1	0.8	413.5	401.6	0	0.40	20
B1926	1	32.3	0.8462109	1.6	1.4	2.2	1.2	564.4	321.5	1	0.40	20
B1927	1	15.6	0.5808243	2.6	0.8	0.8	1.4	328.1	397.3	0	0.40	20
B1928	1	9.8	0.5230966	2	2.6	1.4	1.8	474.7	323.9	1	0.60	20
B1929	1	16.4	0.3252576	1.2	8.4	1.8	0.6	443.3	295.6	1	1.20	20
B1930	1	15	0.1826525	1.6	1.6	2.2	2	459.2	367.8	1	1.80	20
B1931	1	15.7	0.5663512	0.6	8.4	2.4	1.2	553	377.4	0	1.20	20
B1932	1	27	0.21537	1.8	3.8	0.6	0	336.4	412.5	0	0.60	20
B1933	1	21.2	0.207203	1.8	3.2	0.8	1.4	497.4	355.2	1	0.60	20
B1934	1	15.6	0.3703096	1.8	2.6	2.2	0.8	369.6	290.9	1	1.40	20
B1935	1	31.6	0.4940631	1.2	9.6	1	1.2	419.2	326.4	1	0.60	20
B1936	1	7.3	0.4158039	2.4	5.4	1	1.8	522.8	354.3	0	0.60	20
B1937	1	8.5	0.4556198	2.8	4.6	2.8	1.2	320.9	322.9	1	1.60	20
B1938	1	21.7	0.135464	2.6	2	0.6	0.8	323.9	313.1	1	0.60	20
B1939	1	35.4	0.6587805	3	1	2.6	0.4	345.9	332.9	1	0.80	20
B1940	1	32.1	0.8455844	1	9.8	2.8	1.8	566.8	399.3	1	0.40	20
B1941	1	7	0.885443	1	3.8	0.8	1.6	285.9	325.3	1	0.20	20
B1942	1	19.4	0.5255238	2.6	4.6	1.2	1.6	384	397.5	0	0.60	20
B1943	1	31.9	0.8504257	1.6	4	1.6	1	295.6	385.4	1	0.20	20
B1944	1	25.6	0.5096293	2.2	8.8	2.6	1.4	458	391.8	1	1.20	20
B1945	1	24.8	0.6433991	2.8	3.4	2.2	1.4	469.9	286.2	1	0.80	20
B1946	1	12.4	0.4804928	2.6	1	2.6	1.6	395.9	349.2	1	1.40	20
B1947	1	32	0.5959449	2.8	4.8	0.6	0.6	483.6	365.1	1	0.20	20
B1948	1	23.5	0.2691343	0.6	9.8	2	0.4	511.3	317.6	1	1.40	20
B1949	1	24.6	0.7867591	1.2	1.2	2	1.8	294.6	333.3	1	0.40	20
B1950	1	19.7	0.1404479	0.6	6.8	1	0.4	306.4	367.3	1	0.80	20
B1951	1	25	0.3931152	2	3.2	2.4	0.6	470.8	295.7	1	1.40	20
B1952	1	35.2	0.5427397	0.6	5.8	2.8	1.2	535	329.4	1	1.20	20
B1953	1	29.4	0.1379301	1	6.4	0.6	0.4	410.5	306.3	1	0.60	20
B1954	1	21.1	0.2747761	0.8	5.4	1.6	0.8	551.9	338.1	1	1.20	20
B1955	1	20.7	0.2752003	2.4	1.6	1	1.4	318	390.4	0	0.80	20
B1956	1	18.5	0.8531598	1.6	3.8	1.8	1.6	360.9	348.7	1	0.20	20
B1957	1	11.8	0.1428911	2.8	7.6	0.6	0.6	504	410	0	0.60	20
B1958	1	14.6	0.7132971	2.4	4.6	2.2	1	432.8	412.6	0	0.80	20
B1959	1	21.2	0.5065368	1	7.2	2.8	0.8	503.4	360.8	1	1.40	20
B1960	1	36.3	0.1684861	2.8	8.2	2.8	0.4	442.6	380	1	2.40	20
B1961	1	19.6	0.5666169	1	4.4	1.2	0.8	463.6	289.4	1	0.60	20
B1962	1	32.1	0.4996455	1	4.8	0.6	1.6	417.1	354.4	1	0.40	20
B1963	1	12.8	0.6732625	2.6	8.4	0.6	1.8	550.4	285.2	1	0.20	20
B1964	1	34.3	0.2655997	0.8	6	2.8	0	298.2	303	1	2.00	20
B1965	1	8.1	0.3996724	2.4	7.6	0.8	1.8	571.8	321.6	1	0.40	20
B1966	1	31.1	0.3280269	2.8	1.8	1.4	1.2	470.8	285	1	1.00	20
B1967	1	19.6	0.2806347	1.2	0.8	1.6	0.8	564.7	334.5	1	1.20	20
B1968	1	24.1	0.6565272	2.8	8.4	0.8	1.6	462.4	363.5	1	0.20	20
B1969	1	35	0.2052021	2.4	6.4	2.2	1	447.1	347.4	1	1.80	20
B1970	1	31.5	0.4483091	0.8	1.4	1	0.8	393.8	364	1	0.60	20
B1971	1	20.7	0.5038821	2.8	2.2	0.8	0	572.3	399.2	0	0.40	20
B1972	1	9.6	0.3208695	2.6	2.2	0.4	0.8	414.4	303.9	1	0.20	20
B1973	1	17.9	0.2711752	2.4	2.2	2	1.6	298.6	309	1	1.40	20
B1974	1	11.1	0.5951846	2.4	9.8	0.4	1	475	284.3	1	0.20	20
B1975	1	6.3	0.5954312	1	6.4	0.8	1.6	363.3	340.5	0	0.40	20
B1976	1	5.6	0.1383854	2	1.2	1.8	2	331.9	419.3	0	1.60	20
B1977	1	33.2	0.3139068	0.6	6	1	1.2	475.3	408.4	1	0.60	20
B1978	1	11.8	0.2240975	2	4.2	1.8	1.4	338.6	420.9	0	1.40	20
B1979	1	10.9	0.7682018	1.2	2.6	1.2	0.2	494.1	389.3	0	0.40	20
B1980	1	24.6	0.2264309	2.4	8.2	1	2	513.6	418.2	0	0.80	20
B1981	1	14.6	0.1446256	2.4	5.2	1.6	1.4	290.4	359.2	1	1.40	20
B1982	1	17.6	0.150291	1.2	5.6	2.4	0.4	305.8	417	0	2.20	20
B1983	1	19.8	0.2101016	3	1	2.6	0.4	534.4	343.3	1	2.00	20
B1984	1	24.2	0.1890137	2	3	3	0	284.3	423.3	0	2.60	20
B1985	1	31.8	0.6867565	2.2	9	2	1.2	548.6	376.7	1	0.60	20
B1986	1	20.9	0.3183554	0.6	8.8	2.4	0.8	470.5	325.7	1	1.60	20
B1987	1	11.4	0.1154843	1	5.4	0.8	0.4	341.7	421	0	0.80	20
B1988	1	12.8	0.5102015	2.8	8.6	0.6	1	314.3	298.6	1	0.20	20
B1989	1	34.2	0.3882294	2	2.6	0.8	1.6	301.2	299.3	1	0.40	20
B1990	1	27.9	0.5619185	2	0.4	2.2	1	474.5	296.2	1	1.00	20
B1991	1	17.5	0.7799237	1.4	9	2	0.8	464.3	328.6	1	0.40	20
B1992	1	30.6	0.7707925	1.6	5.2	2.4	1	562.3	376	1	0.60	20
B1993	1	32.1	0.337526	2	4.8	0.6	1.8	429	300	1	0.40	20
B1994	1	35.8	0.3317594	2.4	0.6	1.8	1.2	462.1	292.4	1	1.20	20
B1995	1	32.3	0.1219048	2.4	6.6	2.8	2	432.4	352.3	1	2.40	20
B1996	1	10.3	0.2749996	2.4	1.2	1	1.4	397.6	293.5	1	0.80	20
P1501	0	18	0.4890799	2.8	3.2	0.6	1.8	364.2	353.5	0	0.4	20
P1502	0	21.2	0.5509839	2.6	1.4	2.2	1.6	390.3	352.2	0	1	20
P1503	0	27.1	0.3209777	2.4	0.6	2.6	1.8	391.9	309.3	1	1.8	20
P1504	0	40.4	0.7911571	1	6	1.6	0.4	408.8	313.4	1	0.4	20
P1505	0	31.8	0.5828999	1.8	1	2.2	1.2	400.4	319.9	1	1	20
P1506	0	32.7	0.6046861	1	9.8	2.6	0.4	309.7	354.1	1	1	20
P1507	0	29.6	0.2250619	0.6	7.2	1.8	0.8	366.2	339.7	1	1.4	20
P1508	0	25.2	0.8492573	1.4	5.2	3	1.2	371.2	297	1	0.4	20
P1509	0	10.6	0.5384468	1.4	8	2.8	1.2	420.9	354.7	0	1.4	20
P1510	0	23.3	0.8773292	2.6	8.6	1.2	1.8	344.1	358.1	0	0.2	20
P1511	0	6	0.3609335	2.8	3	0.6	1.6	342.5	293.9	0	0.4	20
P1512	0	10.6	0.1230165	1.6	9	1	1.6	394.5	291.9	1	0.8	20
P1513	0	39.1	0.2317083	1.6	5.4	0.6	0.6	308.3	342.5	1	0.4	20
P1514	0	21.9	0.4351358	1.6	7.6	2.4	0.4	351	287.9	1	1.4	20
P1515	0	22.9	0.3485747	2.4	5.6	0.4	0.2	390.7	315.8	1	0.2	20
P1516	0	14.1	0.164239	2.4	9	2.6	0.2	291.4	306.9	1	2.2	20
P1517	0	39.7	0.8768635	2.8	1	2	1.2	357.4	323.4	1	0.2	20
P1518	0	33.7	0.510511	2.6	7.4	1.4	1.6	325.1	364.8	0	0.8	20
P1519	0	17.9	0.2861182	2.6	7.4	1	1.4	382	350.8	0	0.8	20
P1520	0	35.5	0.6345458	1.6	7.2	1.6	1	436.2	310.3	1	0.6	20
P1521	0	11.3	0.6169913	1.2	10	2.2	1.8	396.5	363.2	0	1	20
P1522	0	12.5	0.8991843	0.8	7.2	1.6	1.2	404.6	345.7	0	0.2	20
P1523	0	22.1	0.5970231	1.6	7.4	1.4	1	382.8	358.1	0	0.6	20
P1524	0	40.7	0.4240881	1	1.4	2.4	1.6	356.6	290.8	1	1.4	20
P1525	0	40.4	0.8352361	0.8	6.6	1.6	2	370.1	311.1	1	0.2	20
P1526	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	20
P1527	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	20
P1528	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	20
P1529	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	20
